"type","horse","CO2"
"Truck",158,300.2058
"Truck",158,214.56
"Truck",158,304.24011
"Truck",172,348.88845
"Truck",172,277.615
"SUV",160,201.8611563
"SUV",160,290.5048957
"SUV",180,320.0806735
"SUV",180,206.2660626
"SUV",180,302.9025
"SUV",180,297.09834
"SUV",180,188.411
"SUV",180,297.86191
"SUV",180,188.072
"SUV",160,276.08782
"SUV",160,195.021
"SUV",160,278.0666
"SUV",160,194.168
"SUV",180,331.5249654
"SUV",180,216.1570644
"SUV",180,218.3723264
"Truck",290,447.34155
"Truck",290,318.829
"Truck",290,302.756
"Truck",290,426.39295
"Car",290,453.42397
"Car",290,309.365
"Truck",290,429.94932
"Truck",290,297.145
"Truck",290,250.108
"Truck",290,385.31775
"Truck",290,388.56779
"Truck",290,251.993
"Truck",290,420.18817
"Truck",290,257.66
"Truck",290,417.7078
"Truck",290,256.746
"Truck",390,300.852
"Truck",390,296.051
"Truck",390,481.19085
"Truck",390,476.22187
"Truck",390,292.585
"Truck",390,503.94486
"Truck",390,310.425
"Truck",390,311.998
"Truck",390,483.1826
"Truck",390,479.12308
"Truck",240,415.3
"Truck",240,415.3
"Truck",240,415.3
"Truck",240,413
"Truck",240,413
"Truck",240,413
"Truck",240,272.1
"Truck",240,272.1
"Truck",240,272.1
"Truck",240,273.9
"Truck",240,273.9
"Truck",240,273.9
"Truck",230,247.7275022
"Truck",230,247.7275022
"Truck",230,247.7275022
"Truck",230,385.3712789
"Truck",230,385.3712789
"Truck",230,385.3712789
"Truck",240,387.3
"Truck",240,387.3
"Truck",240,387.3
"Truck",240,386
"Truck",240,386
"Truck",240,386
"Truck",240,261.1
"Truck",240,261.1
"Truck",240,261.1
"Truck",240,261.1
"Truck",240,261.1
"Truck",240,261.1
"Truck",240,261.3457495
"Truck",240,261.3457495
"Truck",240,261.3457495
"Truck",240,397.8850292
"Truck",240,397.8850292
"Truck",240,397.8850292
"SUV",184,334.4049683
"SUV",184,220.3503536
"Car",640,614.21549
"Car",640,354.838
"Car",640,489.588
"Car",645,583.19676
"Car",645,314.95
"Car",645,445.913
"Car",558,514.92
"Car",558,372.615
"Car",558,496.3
"Car",558,374.38
"Car",558,366.231
"Car",558,614.689
"Car",558,364.293
"Car",558,589.921
"Car",553,448.891
"Car",553,278.713
"Car",553,421.772
"Car",553,277.637
"Car",553,466.559
"Car",553,279.11
"Car",553,437.378
"Car",553,278.797
"Car",725,596.476
"Car",725,406.09
"Car",725,577.186
"Car",725,398.22
"Car",725,667.14
"Car",725,408.16
"Car",725,632.11
"Car",725,404.771
"Car",652,628.71
"Car",652,390.02
"Car",652,596.198
"Car",652,385.81
"Car",652,708.95
"Car",652,389.168
"Car",652,385.06
"Car",652,670.92
"Car",141,172.8648383
"Car",141,161.3825111
"Car",141,169.7150958
"Car",141,154.5939573
"Truck",325,383.191
"Truck",325,235.96
"Truck",245,210.576
"Truck",245,335.289
"Truck",280,392.557
"Truck",280,239.812
"Truck",325,414.253
"Truck",325,278.646
"Truck",325,408.341
"Truck",325,265.211
"Truck",245,351.947
"Truck",245,223.314
"Truck",237,322.856
"Truck",237,212.614
"Truck",365,497.043
"Truck",365,353.713
"Truck",365,453.336
"Truck",365,290.075
"Truck",365,486.871
"Truck",365,313.727
"Truck",365,498.452
"Truck",365,328.879
"Truck",365,488.438
"Truck",365,314.934
"Truck",365,476.729
"Truck",365,301.173
"Truck",365,500.198
"Truck",365,319.515
"Truck",365,479.541
"Truck",365,319.007
"Truck",365,497.25
"Truck",365,330.457
"Truck",287,279.511
"Truck",287,429.938
"Truck",287,409.736
"Truck",287,269.556
"Truck",237,389.958
"Truck",237,275.824
"Truck",287,397.136
"Truck",287,248.719
"Truck",287,413.648
"Truck",287,262.806
"Truck",300,452.945
"Truck",300,308.731
"Truck",300,435.9
"Truck",300,294.739
"Truck",325,368.207
"Truck",325,250.065
"Truck",282,259.622
"Truck",282,364.012
"Truck",282,384.329
"Truck",282,250.2653
"Truck",282,422.43
"Truck",282,287.752
"Truck",282,400.6605
"Truck",282,271.9015
"Truck",282,403.944
"Truck",282,278.499
"Truck",282,267.0792
"Truck",282,386.3671
"Truck",365,260.717
"Truck",365,396.625
"Truck",365,412.82
"Truck",365,267.651
"Truck",325,359.453
"Truck",325,242.839
"Truck",365,428.204
"Truck",365,281.769
"Truck",325,274.355
"Truck",325,394.094
"Truck",385,449.71
"Truck",385,288.43
"Truck",385,435.2212
"Truck",385,271.6875
"Truck",385,468.016
"Truck",385,271.0894
"Truck",385,286.906
"Truck",385,436.6978
"Truck",385,476.515
"Truck",385,436.8153
"Truck",385,271.8447
"Truck",385,286.306
"Truck",385,509.07
"Truck",385,345.682
"Truck",385,480.6433
"Truck",385,327.4232
"Truck",385,484.186
"Truck",385,306.406
"Truck",385,460.366
"Truck",385,286.3655
"Car",120,174.5
"Car",120,248.44
"Car",120,170.5934991
"Car",120,252.7136641
"Car",120,211.616
"Car",120,143.701
"Car",120,213.643
"Car",285,396.465
"Car",285,251.855
"Car",355,464.061
"Car",355,296.377
"Car",355,444.194
"Car",355,284.33
"Car",160,239.9845
"Car",160,255.429
"Car",160,148.0657
"Car",160,154.45
"Car",160,160.996
"Car",160,253.258
"Car",123,222.199
"Car",123,147.314
"Car",123,157.5391172
"Car",123,232.7277223
"Car",141,152.0873189
"Car",141,146.3079723
"Car",237,322.75
"Car",237,201.969
"Car",169,192.117
"Car",169,310.604
"Car",169,292.213
"Car",169,170.441
"Car",169,277.468
"Car",169,167.989
"Car",141,175.157
"Car",141,175.807
"Car",300,379.535697
"Car",300,230.0535454
"Car",420,472.258
"Car",420,252.755
"Car",420,381.253
"Car",420,594.838
"Car",300,405.87
"Car",300,222.514
"Car",310,326.017
"Car",310,197.652
"Car",310,340.931
"Car",310,209.372
"Car",310,312.74
"Car",310,200.53
"Car",420,449.211
"Car",420,255.72
"Car",420,452.871
"Car",420,258.174
"Car",420,263.098
"Car",420,456.929
"Car",420,472.035
"Car",420,275.103
"Car",420,470.856
"Car",420,462.366
"Car",420,273.275
"Car",420,266.018
"Car",420,471.159
"Car",420,283.077
"Car",420,479.84
"Car",420,284.021
"Car",300,389.767
"Car",300,242.263
"Car",526,528.212
"Car",526,307.835
"Car",526,505.809
"Car",526,293.522
"Car",237,344.826
"Car",237,212.181
"Truck",270,500.422
"Truck",270,334.457
"Truck",270,327.6542328
"Truck",270,503.4224765
"Truck",270,372.751
"Truck",270,352.1613
"Truck",270,509.254
"Truck",270,489.5341
"Truck",365,348.759
"Truck",365,509.257
"Car",365,418.769
"Car",365,255.853
"Car",285,365.753
"Car",285,224.595
"Car",365,449.629
"Car",365,281.4
"Car",365,458.477
"Car",365,283.601
"Car",305,256.32
"Car",305,388.877
"Car",305,241.5857
"Car",305,363.3
"Car",285,389.431
"Car",285,237.695
"Car",285,387.194
"Car",285,240.736
"Truck",170,213.315
"Truck",170,312.685
"Truck",170,323.243
"Truck",170,214.363
"Truck",170,313.495
"Truck",170,211.283
"Truck",170,315.927
"Truck",169,335.514
"Truck",169,222.258
"Truck",168,223.088
"Truck",168,346.003
"Truck",168,227.421
"Truck",168,228.281
"Truck",168,356.718
"Car",304,370.595
"Car",304,224.927
"Car",237,343.419
"Car",237,227.436
"Truck",305,400.863
"Truck",305,246.504
"Truck",380,485.098
"Truck",380,325.557
"Truck",380,493.4242136
"Truck",380,337.8855667
"SUV",255,411.4
"SUV",255,230.8
"Car",182,173.6
"Car",182,173.6
"Car",182,282.1
"Car",182,282.1
"SUV",303,414.936
"SUV",303,241.91
"SUV",303,419.2
"SUV",303,246.2
"SUV",182,361.136
"SUV",182,202.626
"Car",260,371.8
"Car",260,234.5
"Car",250,203.4610451
"Car",250,345.4409391
"SUV",182,329.619
"SUV",182,196.609
"Car",550,513.7
"Car",550,344.5
"Car",272,364.085
"Car",272,212.945
"Car",272,376.6
"Car",272,222.2
"Car",272,344.5
"Car",272,229.6
"Car",272,228.5
"Car",272,329.1
"Car",272,214.7
"Car",272,213.6
"Car",272,339.2
"Car",272,222.7
"Car",272,221.6
"Car",272,343.1
"Car",272,221.1
"Car",272,220
"Car",196,330.5084051
"Car",196,193.6831587
"Car",196,329.2735399
"SUV",301,385.453
"SUV",301,227.832
"Car",272,344.171
"Car",272,209.053
"Car",420,268.523
"Car",420,456.822
"SUV",301,384.7
"SUV",301,221.1
"SUV",301,384.7
"SUV",301,240.2
"Car",556,614.987
"Car",556,614.987
"Car",556,364.68
"Car",556,364.68
"Truck",425,479.977
"Truck",425,293.944
"Truck",425,485.6
"Truck",425,303.3
"Truck",425,491.424
"Truck",425,308.362
"Truck",425,493.7
"Truck",425,310.7
"SUV",280,417.204
"SUV",280,255.981
"SUV",280,448.284
"SUV",280,272.241
"SUV",280,399.832
"SUV",280,247.172
"SUV",280,411.814
"SUV",280,259.343
"SUV",280,457.828
"SUV",280,283.732
"SUV",280,279.432
"SUV",280,436.361
"Car",303,422.811
"Car",303,263.328
"Car",303,319.301
"Car",303,570.273
"Car",303,510.4271188
"Car",303,319.6465493
"Car",410,448.201
"Car",410,268.16
"Car",303,489.612
"Car",303,308.198
"Car",303,465.3
"Car",303,287.6
"SUV",304,396.7
"SUV",304,234.5
"SUV",304,437.8
"SUV",304,257.6
"SUV",304,422.989
"SUV",304,228.168
"Car",420,451.1
"Car",420,264.5
"Car",420,472.7
"Car",420,279.5
"Car",420,451.1
"Car",420,253.9
"SUV",182,316.042
"SUV",182,197.151
"SUV",182,309.317
"SUV",182,197.294
"SUV",182,348.5
"SUV",182,222.7
"SUV",182,348.5
"SUV",182,222.7
"SUV",182,339.2
"SUV",182,219.4
"SUV",182,339.2
"SUV",182,219.4
"Truck",425,490.367
"Truck",425,309.321
"Truck",345,442.1
"Truck",345,279.5
"Truck",345,425.3
"Truck",345,265.6
"Truck",345,451.1
"Truck",345,275.1
"Truck",345,434.1
"Truck",345,261.2
"Truck",345,448.8
"Truck",345,289.5
"Truck",345,431.2
"Truck",345,274.9
"Truck",345,444.4
"Truck",345,283
"Truck",345,428.2
"Truck",345,269
"Truck",345,442.1
"Truck",345,279.5
"Truck",345,451.1
"Truck",345,275.1
"Truck",345,448.8
"Truck",345,289.5
"Car",304,379.669
"Car",304,212.396
"Car",556,633.583
"Car",556,371.042
"Car",556,612.9
"Car",556,356.9
"Car",556,612.9
"Car",556,356.9
"Car",400,499.224
"Car",400,295.091
"Car",505,551.568
"Car",505,334.453
"SUV",280,393.576
"SUV",280,247.409
"SUV",280,391.223
"SUV",280,242.376
"Car",356,491
"Car",356,279.5
"Car",356,419.2
"Car",356,469.8
"Car",356,267.9
"Car",425,511.959
"Car",425,304.335
"Truck",194,366.131
"Truck",194,244.632
"Truck",194,352.943
"Truck",194,237.154
"Truck",300,389.91
"Truck",300,248.148
"Truck",194,252.885387
"Truck",194,381.4741024
"Truck",300,406.895
"Truck",300,263.735
"Truck",300,481.675
"Truck",300,366.787
"Car",450,421.225
"Car",450,232.981
"Car",450,405.219
"Car",450,405.219
"Car",450,210.114
"Car",450,210.114
"Car",455,444.07
"Car",455,214.148
"Car",455,220.376
"Car",650,481.547
"Car",650,295.16
"Car",650,467.143
"Car",650,279.322
"Car",650,538.557
"Car",650,299.183
"Car",138,243.361
"Car",138,147.103
"Car",138,263.7
"Car",138,166.1
"Car",140,179.8427335
"Car",140,311.466212
"Car",138,171.521
"Car",138,277.32
"Car",148,153.9586364
"Car",148,153.9586364
"Car",148,153.9586364
"Car",148,292.3471281
"Car",148,292.3471281
"Car",148,292.3471281
"Car",148,152.5160134
"Car",148,152.5160134
"Car",148,152.5160134
"Car",140,266.9
"Car",140,166.4
"Car",140,266.9
"Car",140,166.1
"Car",140,263.7
"Car",140,161.9
"Car",140,263.7
"Car",140,161.6
"SUV",308,429.3
"SUV",308,256.1
"SUV",308,270.1017655
"SUV",308,448.6408471
"SUV",182,313.887
"SUV",182,202.82
"SUV",182,333.935
"SUV",182,203.609
"Truck",280,645.137
"Truck",280,387.664
"Truck",280,678.4
"Truck",280,402.1
"Truck",323,409.5
"Truck",323,662.6
"Truck",323,398.4
"Truck",323,678.4
"Truck",323,409.5
"Truck",323,678.4
"Truck",323,691.8
"Truck",323,411.4
"Truck",323,716.7
"Truck",323,429.3
"SUV",280,396.86
"SUV",280,367.715
"SUV",280,213.308
"SUV",280,199.424
"SUV",280,417.2
"SUV",280,391
"SUV",280,229.6
"SUV",280,216.3
"Car",305,375.564
"Car",305,220.689
"SUV",305,357.962
"SUV",305,216.663
"Truck",285,430.344
"Truck",285,287.903
"Truck",285,430.667
"Truck",285,290.121
"Truck",285,403.5
"Truck",285,270.2
"Truck",285,396.7
"Truck",285,266.1
"Truck",285,414.1
"Truck",285,274.9
"Truck",285,405.8
"Truck",285,270.1
"Truck",285,431.2
"Truck",285,282.3
"Truck",285,423.2
"Truck",285,277.7
"Truck",285,425.2
"Truck",285,289.5
"Truck",285,431.2
"Truck",285,295.5
"Truck",285,480.831
"Truck",285,306.872
"Truck",285,460.367
"Truck",285,296.37
"Truck",345,285.423
"Truck",345,454
"Truck",345,433.659
"Truck",345,266.808
"Truck",345,285.423
"Truck",345,454
"Truck",345,476.9
"Truck",345,296.9
"Truck",345,472.7
"Truck",345,295.2
"Truck",345,460.5
"Truck",345,293.3
"Truck",345,472.7
"Truck",345,295.2
"Truck",345,460.5
"Truck",345,293.3
"Truck",345,285.423
"Truck",345,454
"Truck",345,437.22
"Truck",345,269.744
"Truck",345,293.3
"Truck",345,460.5
"Truck",345,449.6
"Truck",345,279.8
"Truck",345,290.4
"Truck",345,458.1
"Truck",345,446.5
"Truck",345,277.3
"Truck",345,293.3
"Truck",345,460.5
"Car",250,340.772
"Car",250,211.186
"Car",196,275.109
"Car",196,168.845
"Car",196,270.487
"Car",196,170.331
"Car",196,294.3
"Car",196,191.9
"Car",138,255.4
"Car",138,171.2
"Car",138,238.202
"Car",138,156.352
"Car",140,177.7
"Car",140,282.1
"Car",138,262.2
"Car",138,180.6
"Car",138,276.9
"Car",138,186.3
"Car",138,184.776
"Car",138,252.805
"Car",85,161.5033025
"Car",85,223.3808235
"Car",85,216.847
"Car",85,158.776
"Car",138,202.119
"Car",138,286.238
"Car",85,233.936
"Car",85,270.216
"Car",85,241.518
"Car",85,184.5448
"Car",85,165.42127
"Truck",425,497.074
"Truck",425,317.902
"Truck",425,512.554
"Truck",425,319.872
"Truck",425,552.6700887
"Truck",425,365.6077139
"Truck",352,711
"Truck",352,423.2
"Car",201,331.2
"Car",201,205.68
"Car",201,292.25
"Car",201,414.6
"Car",201,363.88
"Car",150,286.17
"Car",150,180.11
"Car",290,355.23
"Car",290,222.96
"Car",290,386.6089208
"Car",290,237.0296642
"Truck",273,350.84
"Truck",273,224.48
"Truck",273,362.05
"Truck",273,235.19
"SUV",206,281.1647093
"SUV",206,170.1607322
"SUV",206,276.66
"SUV",206,176.06
"Car",290,321.19
"Car",290,179.83
"Car",290,321.41
"Car",290,180.6
"Car",290,326.97
"Car",290,195.51
"Car",290,327.61
"Car",290,195.17
"Car",185,288.57
"Car",185,179.58
"Car",185,287.72
"Car",185,180.23
"Car",185,305.23
"Car",185,189.2
"Car",185,308.67
"Car",185,186.96
"Car",278,339.63
"Car",278,194.63
"Car",278,339.89
"Car",278,196.37
"Car",278,328.42
"Car",278,182.62
"Car",278,327.49
"Car",278,183.34
"Car",278,342.92
"Car",278,197.59
"Car",278,343.06
"Car",278,196.79
"Car",278,330.37
"Car",278,183.34
"Car",278,331.14
"Car",278,183.05
"Car",278,390.01
"Car",278,225.72
"Car",278,391.78
"Car",278,227.74
"Car",185,174.5470595
"Car",185,262.268696
"Car",185,254.24
"Car",185,172.41
"Car",185,266.3706946
"Car",185,174.8032353
"Car",185,262.0502709
"Car",185,250.15
"Car",185,169.65
"Car",189,266.3271596
"Car",189,184.1018944
"Car",189,185.7909357
"Car",189,273.5545068
"Car",185,255.44
"Car",185,172.79
"Car",185,253.86
"Car",185,173.36
"Car",185,251.25
"Car",185,167.91
"Car",185,249.71
"Car",185,169.1
"Car",189,265.24
"Car",189,180.44
"Car",189,264.36
"Car",189,180.41
"Car",196,205.76
"Car",196,123.68
"Car",196,126.42
"Car",196,206.5873781
"Car",196,130.0523816
"Car",196,129.3018001
"Car",143,244.54
"Car",143,173.55
"Car",143,244.68
"Car",143,172.75
"Car",143,228.08
"Car",143,162.49
"Car",143,164.6034153
"Car",143,238.8438656
"Car",143,229.03
"Car",143,162.85
"Car",143,223.62
"Car",143,159.37
"Car",143,225.11
"Car",143,159.24
"Car",143,228.09
"Car",143,163.37
"Car",143,162.74
"Car",143,229.6
"Car",143,161.8265468
"Car",143,232.7304028
"Car",143,222.67
"Car",143,157.65
"Car",110,192.82
"Car",110,124.26
"Car",110,194.57
"Car",110,124.28
"Car",143,154.2994228
"Car",143,224.2646939
"Car",143,213.48
"Car",143,148.47
"Car",143,214.9
"Car",143,149.67
"Car",143,214.32
"Car",143,149.17
"Car",110,144.35
"Car",110,131.45
"Car",110,145.73
"Car",110,133.35
"Car",110,143.86
"Car",110,131.43
"Car",110,145.92
"Car",110,132.53
"Car",201,335.46
"Car",201,213.34
"Car",201,406.14
"Car",201,366.21
"Car",201,299.32
"SUV",185,265.4914783
"SUV",185,189.8976183
"SUV",185,256.6122953
"SUV",185,186.8714997
"SUV",185,252.15
"SUV",185,183.9
"SUV",185,249.73
"SUV",185,184.36
"SUV",185,263.68
"SUV",185,194.65
"SUV",185,265.61
"SUV",185,195.29
"SUV",185,272.073919
"SUV",185,196.1011665
"SUV",185,265.6460453
"SUV",185,194.0945642
"SUV",185,259.6
"SUV",185,187.92
"SUV",185,261.58
"SUV",185,191.56
"Car",135,185.08
"Car",135,159.79
"Car",135,217.03
"Car",135,163.03
"SUV",192,320.94
"SUV",192,205.07
"Car",278,355.99
"Car",278,213.23
"Car",278,228.53
"Car",278,377.35
"Car",128,208.26
"Car",128,161.95
"Car",128,208.17
"Car",128,161.54
"Car",128,236.26
"Car",128,171.49
"Car",128,232.04
"Car",128,167.74
"Car",130,151.87
"Car",130,198.3511029
"Car",130,197.67
"Car",130,150.82
"Truck",248,371.69
"Truck",248,229.58
"Car",250,250
"Car",250,391.89
"Car",250,401.08
"Car",250,250.41
"Car",250,408.1
"Car",250,261.09
"Car",250,420.17
"Car",250,263.25
"Car",310,358.15
"Car",310,206.38
"Car",310,205.82
"Car",310,357.12
"Car",293,359.5251996
"Car",293,221.2527458
"Car",293,375.7709
"Car",293,226.2511
"Car",173,280.8065
"Car",173,177.759
"Car",173,284.4219
"Car",173,183.3401
"Car",173,285.6865
"Car",173,177.9645
"Car",173,291.3327
"Car",173,185.9381
"Car",173,287.7302
"Car",173,190.3202
"Car",173,192.8838354
"Car",173,286.6533909
"Car",173,291.9675
"Car",173,192.0793
"Car",173,287.3749
"Car",173,186.0638
"Car",145,253.8639
"Car",145,171.8962
"Car",145,254.967
"Car",145,169.0118
"Car",429,481.0397
"Car",429,277.8358
"Car",311,255.0800646
"Car",311,436.0278819
"Car",311,390.114
"Car",311,222.3062
"Car",420,484.0132
"Car",420,275.9066
"Car",348,452.2789
"Car",348,279.1342
"Car",348,383.4408
"Car",348,504.4056
"Car",348,512
"Car",348,376.4183
"Car",348,499.3705
"Car",348,493.4472
"Car",348,434.8942
"Car",348,260.2726
"Car",348,439.2253
"Car",348,254.2506
"Car",348,376.2277
"Car",348,484.808
"Car",348,474.4901
"Car",348,451.9327
"Car",348,379.2174
"Car",348,516.1408
"Car",348,520.3963
"Car",348,289.2187
"Car",348,455.9223
"Car",348,283.3759
"Car",348,384.2648
"Car",348,526.8304
"Car",348,504.4297
"Car",290,265.2879347
"Car",290,418.6229046
"Car",290,423.6213434
"Car",290,389.6984
"Car",290,252.8576
"Car",290,402.6
"Car",290,257.2461
"Car",290,389.81
"Car",290,247.51
"Car",265,365.397
"Car",265,236.2827
"Car",265,384.4865
"Car",265,261.2707
"Car",265,380.8554
"Car",265,256.0844
"Car",187,343.209
"Car",187,231.7676
"Car",190,370.3689
"Car",190,250.406
"Car",265,368.2011
"Car",265,244.446
"Car",290,422.8205
"Car",290,262.64253
"Car",290,414.0176
"Car",290,448.6178
"Car",290,280.3811
"Car",290,424.6579
"Car",245,199.7241153
"Car",245,309.5390395
"Car",245,206.731
"Car",245,332.4166
"Car",185,301.1569
"Car",185,186.5346
"Car",185,293.2051
"Car",185,176.0291
"Car",185,290.3604
"Car",185,179.6677
"Car",185,275.8432
"Car",185,168.1706
"Car",178,244.8977986
"Car",178,166.9056483
"Car",159,184.7263
"Car",159,156.6188
"Car",159,157.7761198
"Car",159,186.9975157
"Truck",180,364.5972
"Truck",180,248.54
"Truck",180,250.2217
"Truck",180,359.5093212
"Truck",182,348.7806
"Truck",182,249.6096
"Truck",182,338.1645
"Truck",182,245.7515
"Truck",182,340.4476
"Truck",182,221.63
"Truck",182,332.5491
"Truck",182,219.5241
"Truck",164,248.3293
"Truck",164,341.4372159
"Truck",164,298.6871
"Truck",164,217.7611
"Car",201,288.0498
"Car",201,199.5156
"Car",201,281.5449
"Car",201,186.1978
"Car",159,184.6212
"Car",159,156.9982
"Car",159,189.4587
"Car",159,160.5696
"Car",495,457.95
"Car",495,277.25
"Car",380,368.27
"Car",380,235.07
"Car",240,369.06
"Car",240,222.23
"Car",240,335.98
"Car",240,459.7
"Car",240,443.03
"Car",340,389.36
"Car",340,229.35
"Car",510,463.28
"Car",510,271.5
"Car",510,477.17
"Car",510,278.84
"Car",510,483.11
"Car",510,278.38
"Car",510,446.73
"Car",510,262.52
"Car",510,477.17
"Car",510,278.84
"Car",340,444.29
"Car",340,261.38
"Car",340,396.28
"Car",340,234.86
"Car",340,425.95
"Car",340,238.51
"Car",470,483.11
"Car",470,278.38
"Car",340,448.01
"Car",340,261.65
"Car",340,428.89
"Car",340,234.83
"Car",340,444.21
"Car",340,234.1
"Car",385,286.27
"Car",385,454.5
"Car",385,446.73
"Car",385,268.18
"Car",510,484.2
"Car",510,296.18
"Car",510,473.59
"Car",510,295.79
"Truck",240,355
"Truck",240,243
"Truck",240,406.99
"Truck",240,270.5
"Truck",340,420.89
"Truck",340,282.19
"Truck",240,337.2
"Truck",240,212.6
"Car",138,255.1639
"Car",138,172.1963
"Car",138,250.8674
"Car",138,165.7893
"Car",138,240.5042
"Car",138,158.7337
"Car",138,252.3893
"Car",138,163.219
"Car",138,167.2130472
"Car",138,262.423501
"Car",138,255.6351
"Car",138,171.208
"Car",138,253.3168
"Car",138,163.2473
"Car",173,274.8773
"Car",173,276.9733
"Car",166,288.7338
"Car",166,180.5782
"Car",166,282.8472
"Car",145,249.1608214
"Car",145,167.6034233
"Car",145,238.1643
"Car",145,155.166
"Car",145,253.0668
"Car",145,165.1582
"Car",173,276.4371
"Car",173,272.6076
"Car",138,250.4243
"Car",138,176.056
"Car",138,242.3359
"Car",138,170.1254
"Car",138,260.0282
"Car",138,178.6685
"Car",138,258.5981
"Car",138,175.0418
"Car",293,490.0606
"Car",293,345.7012
"Car",293,418.43
"Car",293,379.003
"Car",293,236.71
"Car",173,283.6807
"Car",173,173.526
"Car",173,277.4531
"Car",173,277.2628
"Car",173,168.467
"Car",173,270.195
"Car",166,286.8689
"Car",166,295.3028
"Car",166,177.9269
"Car",166,283.1685
"Car",166,175.414
"Car",166,271.4901
"Car",145,272.3218
"Car",145,166.5458
"Car",145,162.8462
"Car",145,260.0544
"Car",145,255.1355832
"Car",145,160.5112525
"Car",145,275.4275
"Car",145,166.8959
"Car",145,268.5215
"Car",145,160.3563
"Car",173,278.7531
"Car",173,184.9423
"Car",173,284.8841
"Car",201,316.2032
"Car",201,215.6159
"Car",201,312.2589
"Car",201,208.37
"Car",173,276.9979
"Car",173,183.6258
"Car",173,278.6561
"Car",173,285.9037
"Car",173,192.3127
"Car",173,278.0762
"Car",201,324.8977
"Car",201,217.905
"Car",201,330.0219
"Car",201,216.7889529
"Car",420,470.3812
"Car",420,275.6736
"Car",274,346.3287
"Car",274,203.0742
"Car",192,316.9818
"Car",192,202.355
"Car",192,311.4563
"Car",192,187.0878
"Car",192,311.5874
"Car",192,198
"Car",192,297.7142
"Car",192,181.2143
"Car",311,239.5655333
"Car",311,399.8459602
"Car",138,245.908
"Car",138,161.598
"Car",138,255.2974
"Car",138,173.1793
"Car",138,249.3776
"Car",138,163.9126
"Car",138,255.4076
"Car",138,169.8898769
"Car",138,247.2876
"Car",138,167.9009
"Car",138,242.8045
"Car",138,164.366
"Truck",276,402.4325
"Truck",276,264.4888
"Truck",276,391.9028
"Truck",276,257.5353
"Truck",276,433.0131
"Truck",276,287.1551
"Car",290,272.6405445
"Car",290,407.0626122
"Car",290,400.7573
"Car",290,269.6432
"Car",290,388.0195
"Car",290,262.1326
"Car",290,382.5991
"Car",290,245.4103
"Car",191,347.7821
"Car",191,231.8047
"Car",191,360.8567
"Car",191,251.2861
"Car",164,298.4447909
"Car",164,205.5858806
"Car",164,301.9803
"Car",164,210.2624
"Car",130,284.5921
"Car",130,207.3508
"Car",130,288.7743
"Car",130,206.9935
"Car",164,208.4274996
"Car",164,287.7577795
"Truck",260,243.1385721
"Truck",260,345.4218176
"Truck",260,374.1645
"Truck",260,257.8835
"Truck",180,362.3031
"Truck",180,245.6073
"Truck",180,357.583
"Truck",180,236.0014
"Truck",182,358.4291
"Truck",182,257.5639
"Truck",182,353.345
"Truck",182,240.7767
"Truck",182,340.7771
"Truck",182,221.0838
"Truck",182,335.0081
"Truck",182,219.603
"Truck",260,258.1649
"Truck",260,371.0282
"Truck",260,247.9582
"Truck",260,359.9244
"Car",700,784
"Car",700,804
"Car",700,708
"Car",700,392
"Car",700,532
"Car",700,784
"Car",700,744
"Car",700,417.9545797
"Car",700,771.3893189
"Car",700,590.8789553
"Car",700,705
"Car",700,353
"Car",700,527
"Car",405,477.1
"Car",405,267.1
"Car",405,477.5
"Car",405,248.6
"Car",345,466.6
"Car",345,266.9
"Car",345,463.6
"Car",345,256.1
"Car",444,560.258
"Car",444,318.614
"Car",444,573.423
"Car",444,313.164
"Car",454,560.136
"Car",454,311.998
"Car",454,568.004
"Car",454,310.862
"Car",523,541.3
"Car",523,300.4
"Car",523,536.4
"Car",523,283.1
"Car",405,277.5907688
"Car",405,474.8168251
"Car",405,483.3
"Car",405,250.5
"Truck",155,263
"Truck",155,181
"Truck",154,271
"Truck",154,204
"Truck",155,261
"Truck",155,194
"Truck",155,257
"Truck",155,195
"Truck",184,285
"Truck",184,208
"Truck",184,295
"Truck",184,214
"Truck",184,282
"Truck",184,198
"Truck",184,278
"Truck",184,280
"Truck",184,200
"Truck",274,436.446
"Truck",274,292.68
"Truck",273,406.68
"Truck",273,262.889
"Truck",273,431.101
"Truck",273,271.369
"Car",155,232
"Car",155,153
"Car",155,236
"Car",155,156
"Car",184,243
"Car",184,160
"Car",184,247
"Car",184,168
"Car",184,159
"Car",184,238
"Car",184,162
"Car",184,242
"Car",155,227
"Car",155,151
"Car",155,230
"Car",155,156
"Car",184,245
"Car",184,161
"Car",184,172.7559947
"Car",184,256.164582
"Car",184,254.7088025
"Car",184,177.17954
"Car",184,237
"Car",184,156
"Car",184,160.2554995
"Car",184,239.8606165
"Car",184,171.3352292
"Car",184,274.6955045
"Car",184,178.0653844
"Car",184,270.978954
"Car",157,317
"Car",157,214
"Car",157,219.9126715
"Car",157,334.6911256
"Car",157,355.449209
"Car",184,274
"Car",184,169
"Car",184,280
"Car",184,175
"Car",184,255
"Car",184,162
"Car",184,271
"Car",184,169.5000433
"Car",184,158.4972698
"Car",184,243.0675002
"Car",184,246
"Car",184,155
"Car",167,306
"Car",167,225
"Car",167,324
"Car",167,224
"Car",158,316
"Car",158,217
"Car",158,344
"Car",158,219
"Car",158,323
"Car",158,227
"Car",158,346
"Car",158,227
