"type","horse","CO2"
"Car",641,451.9
"Car",641,291
"Car",641,397.8
"Car",641,535.1
"Car",641,546
"Car",904,550.3
"Car",904,315.5847313
"Car",904,418.9799633
"Car",904,457.1260128
"Car",904,526.1
"Car",469,403.61
"Car",469,258.23
"Car",201,323.82
"Car",201,199.96
"Car",241,186.36
"Car",241,277.7
"Car",241,287.05
"Car",241,200.83
"Car",302,350.95
"Car",302,220.32
"Car",302,420.8
"Car",302,362.91
"Car",302,233.29
"Car",329,331.61
"Car",329,221.74
"Car",208,265.6
"Car",208,164.6
"SUV",208,285.44
"SUV",208,189.1
"SUV",208,281.01
"SUV",208,189.25
"Car",355,304.65
"Car",355,207.04
"Car",329,346.74
"Car",329,211.42
"Car",329,242.0995605
"Car",329,365.9447407
"Car",329,240.2571617
"Car",402,404.89
"Car",402,243
"Car",402,268.63
"Car",402,426.54
"Car",550,457.97
"Car",550,292.33
"SUV",190,276.53
"SUV",190,276.53
"SUV",190,276.53
"SUV",190,171.23
"SUV",190,171.23
"SUV",190,171.23
"SUV",190,288.85
"SUV",190,288.85
"SUV",190,288.85
"SUV",190,186.3
"SUV",190,186.3
"SUV",190,186.3
"Car",302,218.7
"Car",302,343.43
"Car",302,335.04
"Car",302,211.38
"Car",302,223.7
"Car",302,358.82
"Car",302,223.5570741
"Car",302,375.0549395
"Car",302,365.2753107
"Car",302,215.18
"Car",302,322.78
"Car",302,341.94
"Car",302,228.8
"Car",302,351.34
"Car",302,238.56
"Car",329,344.95
"Car",329,217.54
"Car",329,342.17
"Car",329,216.32
"Car",329,345.11
"Car",329,212.98
"Car",329,357.58
"Car",329,229.55
"Car",329,349.99
"Car",329,223.8
"Car",329,371.53
"Car",329,238.95
"Car",302,293.7
"Car",302,221.95
"Car",402,414.86
"Car",402,250.25
"Car",402,404.38
"Car",402,242.05
"Car",550,441.43
"Car",550,276.29
"Car",577,465.22
"Car",577,288.75
"Car",577,461.51
"Car",577,292.32
"Truck",382,615.61
"Truck",382,436.84
"Truck",240,280.47
"Truck",240,280.47
"Truck",240,280.47
"Truck",240,423.1
"Truck",240,423.1
"Truck",240,423.1
"Truck",362,421.19
"Truck",362,304.85
"Truck",429,604.77
"Truck",429,537.48
"Truck",429,358.2
"Truck",429,634.79
"Truck",429,532.22
"Truck",536,736.6
"Truck",536,598.79
"Truck",536,429.53
"Truck",536,709.06
"Truck",536,638.69
"Truck",518,652.36
"Truck",518,541.05
"Truck",518,365.5
"Truck",518,642.53
"Truck",518,566.33
"SUV",208,275.05
"SUV",208,175.53
"SUV",208,287.39
"SUV",208,196.54
"SUV",208,292.24
"SUV",208,187.8
"Car",355,302.57
"Car",355,217.38
"Truck",200,217.49
"Truck",200,217.49
"Truck",200,217.49
"Truck",200,324.75
"Truck",200,324.75
"Truck",200,324.75
"SUV",302,371.92
"SUV",302,250.32
"SUV",302,373.5
"Car",302,376.73
"Car",302,251.1
"Car",302,376.68
"SUV",302,392.2488893
"SUV",302,256.9933089
"SUV",302,408.1416695
"Truck",302,389.25
"Truck",302,258.22
"Truck",201,233.16
"Truck",201,233.16
"Truck",201,233.16
"Truck",201,344.74
"Truck",201,344.74
"Truck",201,344.74
"Truck",201,388.17
"Truck",201,388.17
"Truck",201,388.17
"Truck",201,445.89
"Truck",201,445.89
"Truck",201,445.89
"Truck",201,471.01
"Truck",201,471.01
"Truck",201,471.01
"SUV",302,390.7
"SUV",302,271.2
"SUV",302,403.82
"SUV",302,284.6
"SUV",302,382.22
"SUV",302,265.87
"Truck",329,395.68
"Truck",329,289.76
"Truck",518,520.54
"Truck",518,365.13
"Truck",518,713.02
"Truck",518,551.62
"Truck",518,647.15
"Car",449,410.66
"Car",449,251.86
"Car",449,390.89
"Car",449,508.49
"Car",449,515.51
"Car",449,374.66
"Car",449,436
"Car",449,259.39
"Car",449,390.23
"Car",449,542.09
"Car",449,532.26
"Car",429,435.39
"Car",429,265.99
"Car",436,294.63
"Car",436,210.68
"Car",523,565.9387899
"Car",523,306.3946063
"Car",577,565.46
"Car",577,478.99
"Car",577,282.5
"Car",577,578.83
"Car",577,423.93
"Car",577,465.13
"Car",577,275.16
"Car",621,562.9
"Car",621,319.91
"Car",621,316.0550386
"Car",621,575.6282879
"Car",329,352.39
"Car",329,233.64
"Car",429,404.49
"Car",429,260.91
"Car",536,448.57
"Car",536,275.95
"Car",536,385.12
"Car",536,504.08
"Car",536,565.72
"Car",621,511.74
"Car",621,304.99
"Car",201,308.38
"Car",201,194.06
"Car",201,312.34
"Car",201,195.73
"Car",302,218.81
"Car",302,330.16
"Car",416,372.98
"Car",416,233.71
"Car",416,351.03
"Car",416,466.65
"Car",416,413.25
"Car",563,344.37
"Car",563,557.51
"Car",70,289.23
"Car",70,235.74
"Car",70,151.8317607
"Car",70,197.2247986
"Car",451,546.41
"Car",451,333.09
"Car",148,279.44774
"Car",148,183.21717
"Car",148,267.51846
"Car",148,183.92905
"Car",168,309.35295
"Car",168,203.96331
"Car",168,301.8454522
"Car",168,209.1254691
"Car",143,184.23176
"Car",143,262.3794387
"Car",291,422.12296
"Car",291,278.29032
"Car",291,426.0291
"Car",291,283.77473
"Car",237,402.69605
"Car",237,254.15928
"Car",168,312.0739856
"Car",168,221.4244545
"Car",74,197.57017
"Car",74,145.49573
"Car",74,138.67102
"Car",74,179.9171549
"Truck",166,277.71965
"Truck",166,204.9471
"Truck",166,290.48768
"Truck",166,214.55972
"Truck",224,341.92211
"Truck",224,226.77512
"Truck",148,291.30131
"Truck",148,212.29167
"Truck",148,270.17596
"Truck",148,192.39054
"Truck",168,295.42098
"Truck",168,216.4332
"Truck",148,279.74055
"Truck",148,204.65414
"Truck",168,303.75361
"Truck",168,226.08964
"Car",301,243
"Car",301,187
"Car",325,417
"Car",325,254
"Car",325,403
"Car",325,249
"Car",325,434
"Car",325,266
"Car",330,395
"Car",330,242
"Car",330,370
"Car",330,235
"Car",330,410
"Car",330,252
"Car",330,402
"Car",330,257
"Car",330,400
"Car",330,252
"Car",301,242
"Car",301,185
"Car",301,232
"Car",301,168
"Car",301,237
"Car",301,174
"Car",328,360
"Car",328,217
"Car",328,360
"Car",328,218
"Car",328,353
"Car",328,214
"Car",328,358
"Car",328,213
"Car",328,365
"Car",328,228
"Car",328,367
"Car",328,225
"Car",328,357
"Car",328,216
"Car",328,357
"Car",328,215
"Car",328,382
"Car",328,238
"Car",328,385
"Car",328,235
"Car",328,379.290488
"Car",328,232.6634131
"Car",328,379.3905424
"Car",328,234.0686641
"Car",301,242
"Car",301,178
"Car",301,248
"Car",301,178
"Car",301,257
"Car",301,203
"Car",301,254
"Car",301,205
"Car",330,385.1874427
"Car",330,245.2058571
"Car",330,249.4591824
"Car",330,406.2852723
"Car",330,262
"Car",330,402
"Car",330,264
"Car",330,401
"Car",330,260
"Car",330,401
"Car",330,258
"Car",330,402
"Car",420,460
"Car",420,282
"Car",420,460
"Car",420,281
"Car",420,450
"Car",420,275
"Car",420,449
"Car",420,273
"Car",420,452
"Car",420,276
"Car",420,451
"Car",420,274
"Car",420,436
"Car",420,261
"Car",420,436
"Car",420,263
"Car",302,231
"Car",302,186
"Car",302,234
"Car",302,186
"Car",325,409
"Car",325,260
"Car",325,416
"Car",325,265
"Car",325,403
"Car",325,256
"Truck",265,246
"Truck",265,351
"Truck",265,348
"Truck",265,242
"Truck",265,350
"Truck",265,239
"Truck",265,345
"Truck",265,237
"Truck",265,342
"Truck",265,230
"Truck",265,339
"Truck",265,228
"Truck",230,259
"Truck",230,228
"Truck",230,263
"Truck",230,230
"Truck",230,262
"Truck",230,227
"Truck",230,259
"Truck",230,226
"Truck",230,256
"Truck",230,223
"Truck",230,255
"Truck",230,221
"Truck",325,444
"Truck",325,295
"Truck",325,441
"Truck",325,292
"Truck",325,420
"Truck",325,269
"Truck",400,518
"Truck",400,325
"Truck",400,515.7618753
"Truck",400,331.1656795
"Truck",400,515
"Truck",400,317
"Truck",400,513
"Truck",400,315
"Truck",400,548
"Truck",400,346
"Truck",317,577
"Truck",317,573
"Truck",317,345
"Truck",317,590
"Truck",317,368
"Truck",317,590
"Truck",317,368
"Car",332,393
"Car",332,244
"Car",332,402
"Car",332,252
"Car",332,408
"Car",332,260
"Car",332,411
"Car",332,262
"Car",332,392
"Car",332,258
"Car",332,393
"Car",332,260
"Car",332,386
"Car",332,254
"Car",270,307
"Car",270,199
"Car",270,305
"Car",270,197
"Car",270,305
"Car",270,197
"Truck",317,580
"Truck",317,582
"Truck",317,346
"Truck",317,338
"Truck",317,559
"Truck",317,590
"Truck",317,371
"Truck",317,584
"Truck",317,366
"Truck",317,349
"Truck",317,554
"Truck",261,438
"Truck",261,271
"Truck",261,453
"Truck",261,287
"Truck",152,416
"Truck",152,289
"Truck",152,366
"Truck",152,279
"Truck",152,408
"Truck",152,279
"Truck",152,268
"Truck",152,352
"Truck",261,490
"Truck",261,318
"Truck",261,483
"Truck",261,312
"Truck",261,471
"Truck",261,306
"Truck",261,465
"Truck",261,306
"Truck",261,449
"Truck",261,301
"Truck",261,456
"Truck",261,306
"Truck",261,488
"Truck",261,337
"Truck",261,486
"Truck",261,313
"Truck",261,494
"Truck",261,334
"Truck",261,440
"Truck",261,295
"Truck",261,454
"Truck",261,317
"Truck",261,432
"Truck",261,284
"Truck",261,460
"Truck",261,294
"Truck",261,477
"Truck",261,314
"Truck",261,472.0171666
"Truck",261,296.8075626
"Truck",261,449
"Truck",261,287
"Car",530,427
"Car",530,293
"Car",530,402
"Car",530,433
"Car",530,290
"Car",530,396
"Car",530,494
"Car",530,482
"Car",530,442
"Car",530,424
"Car",530,299
"Car",530,479
"Car",530,294
"Car",530,417
"Car",530,436
"Car",530,292
"Car",188,202
"Car",188,260
"Car",188,201
"Car",188,259
"Car",215,201
"Car",215,260
"Car",188,249.6500897
"Car",188,196.6164408
"Car",188,192
"Car",188,242
"Car",188,277
"Car",188,219
"Car",188,245
"Car",188,185
"Car",188,249
"Car",188,185
"Car",260,336
"Car",260,222
"Car",260,328
"Car",260,212
"Car",260,215
"Car",260,332
"Car",260,216.3253593
"Car",260,332.9544705
"Truck",131,358
"Truck",131,286
"Truck",131,217
"Car",135,341
"Car",135,220
"Car",135,363
"Car",135,400
"Car",135,295
"Truck",260,243
"Truck",260,362
"Truck",260,352
"Truck",260,236
"Truck",260,345
"Truck",260,228
"Truck",260,337
"Truck",260,222
"Truck",230,255
"Truck",230,223
"Truck",230,272
"Truck",230,223
"Truck",230,266
"Truck",230,232
"Truck",230,266
"Truck",230,230
"Truck",260,365
"Truck",260,240
"Truck",260,356
"Truck",260,231
"Truck",170,279
"Truck",170,197
"Truck",170,277
"Truck",170,201
"Truck",170,279
"Truck",170,200
"Truck",170,272
"Truck",170,196
"Truck",170,269
"Truck",170,192
"Truck",170,246
"Truck",170,332
"Truck",170,315
"Truck",170,234
"Truck",170,225
"Truck",170,306
"Car",130,222
"Car",130,159
"Car",130,221
"Car",130,157
"Car",130,167.9074396
"Car",130,242.2364733
"Car",130,229
"Car",130,161
"Car",124,234
"Car",124,163
"Car",124,229
"Car",124,159
"Truck",317,608
"Truck",317,394
"Truck",317,605
"Truck",317,389
"Truck",317,582
"Truck",317,390
"Car",109,247
"Car",109,171
"Car",109,215
"Car",109,158
"Car",109,216
"Car",109,159
"Car",109,214
"Car",109,157
"Car",109,264
"Car",109,173
"Car",109,243
"Car",109,171
"Car",109,214
"Car",109,155
"Car",109,155
"Car",109,155
"Truck",317,570
"Truck",317,357
"Truck",317,553
"Truck",317,342
"Truck",317,596
"Truck",317,380
"Truck",317,592
"Truck",317,378
"Truck",317,572
"Truck",317,369
"Truck",317,572
"Truck",317,370
"Truck",317,549
"Truck",317,352
"Truck",317,561
"Truck",317,361
"Truck",317,592
"Truck",317,375
"Truck",317,598
"Truck",317,371
"Truck",317,567
"Truck",317,354
"Truck",317,570
"Truck",317,365
"Truck",317,572
"Truck",317,367
"Truck",317,546
"Truck",317,349
"Truck",317,539
"Truck",317,340
"Truck",317,597
"Truck",317,392
"Truck",317,601
"Truck",317,396
"Truck",317,580
"Truck",317,376
"Truck",317,559
"Truck",317,356
"Car",350,233.146011
"Car",350,375.8877374
"Car",350,349.27
"Car",350,224.8
"Car",350,371.89
"Car",350,232.67
"Car",350,368.27
"Car",350,237.22
"Car",350,352.37
"Car",350,229.01
"Car",350,344.61
"Car",350,230.8
"Car",350,379.4
"Car",350,241.74
"Car",350,373.5
"Car",350,244.48
"Car",350,358.62
"Car",350,236.05
"Car",350,353.23
"Car",350,237.92
"Car",400,383.59
"Car",400,240.54
"Car",400,367.11
"Car",400,241.65
"Car",400,388.17
"Car",400,246.47
"Car",400,382.2073781
"Car",400,243.8404598
"Car",430,386.18
"Car",430,249.39
"Car",430,374.84
"Car",430,247.71
"Car",430,398.05
"Car",430,251.16
"Car",430,386.11
"Car",430,246.65
"Car",430,254.32
"Car",430,396.87
"Car",430,391.83
"Car",430,253.61
"Car",430,412.3
"Car",430,254.75
"Car",430,395.4
"Car",430,251.76
"Car",350,372.03
"Car",350,233.98
"Car",350,367.31
"Car",350,235.27
"Car",350,348.02
"Car",350,224.53
"Car",350,336.13
"Car",350,225.75
"Car",400,378.45
"Car",400,233.34
"Car",400,367.14
"Car",400,236.37
"Car",400,361.03
"Car",400,234.26
"Car",400,379.07
"Car",400,238.89
"Car",400,371.61
"Car",400,240.71
"Car",400,372.22
"Car",400,234.24
"Car",430,392.47
"Car",430,244.65
"Car",430,369.69
"Car",430,244.45
"Car",430,396.27
"Car",430,244.2
"Car",430,382.65
"Car",430,243.36
"Car",475,488.42
"Car",475,313.54
"Car",350,386.36
"Car",350,243.89
"Car",350,368.85
"Car",350,240.85
"Car",400,395.98
"Car",400,250.44
"Car",400,379.63
"Car",400,247.74
"Car",560,429.45
"Car",560,261.95
"Car",560,398.74
"Car",560,259.56
"Car",887,309.158
"Car",887,257.77
"Car",265,319
"Car",265,198.07
"Car",265,343.45
"Car",265,214.17
"Car",315,359.2
"Car",315,231.21
"Car",315,338.04
"Car",315,212.41
"Truck",420,419.99
"Truck",420,260.42
"SUV",416,335.77
"SUV",416,263.31
"Truck",520,306.41142
"Truck",520,508.6615248
"Car",340,366.48
"Car",340,239.05
"Car",340,360.28
"Car",340,238.91
"Car",340,327.68
"Car",340,206.17
"Car",340,321.26
"Car",340,205.08
"Truck",340,418.49
"Truck",340,280.74
"Truck",340,408.31
"Truck",340,276.98
"Truck",400,275.7519138
"Truck",400,436.859293
"Truck",400,423.3
"Truck",400,273.5238934
"Car",310,396.34
"Car",310,228.14
"Car",310,379.09
"Car",310,227.56
"Car",310,405.76
"Car",310,237.46
"Car",310,382.03
"Car",310,235.79
"Car",420,416.79
"Car",420,238.17
"Car",420,394.88
"Car",420,238.88
"Car",420,426.68
"Car",420,241.66
"Car",420,400.73
"Car",420,239.2
"Car",440,472.3
"Car",440,264.49
"Car",440,448.14
"Car",440,264
"Car",416,307.4393684
"Car",416,216.2393528
"Car",520,483.26
"Car",520,265.88
"Car",520,444.94
"Car",520,262.02
"Car",520,487.13
"Car",520,267.34
"Car",520,451.13
"Car",520,267.42
"Car",262,472.84
"Car",262,443.291
"Car",262,185.650351
"Car",262,331.7543051
"Car",262,239.8490473
"Car",262,418.9087158
"Car",262,388.5249301
"Car",563,469.58
"Car",563,632.66
"Car",563,668.11
"Car",563,580.73
"Car",563,333.26
"Car",453,348.29
"Car",453,640.76
"Car",453,538.77
"Car",453,723.7
"Car",453,629.51
"Car",453,639.4
"Car",453,352.1
"Car",624,577.03
"Car",624,321.96
"Car",565,532.7471
"Car",565,294.82
"Car",565,630
"Car",565,300.1
"Car",565,603
"Car",565,580
"Car",565,299.31
"Car",565,561.7736
"Car",565,306.3778
"Car",200,281
"Car",200,187
"Car",200,281
"Car",200,185
"Car",200,324
"Car",200,212
"Car",200,323.632344
"Car",200,207.2262794
"SUV",250,231.34772
"SUV",250,301.1377168
"SUV",170,201.24268
"SUV",170,284.85855
"SUV",170,318.39521
"SUV",170,221.35827
"SUV",148,242.682069
"SUV",148,167.637145
"SUV",148,277.69205
"SUV",148,182.510202
"SUV",148,277.422815
"SUV",148,182.802824
"SUV",148,252.489991
"SUV",148,173.127756
"SUV",148,287.7495789
"SUV",148,189.2015424
"SUV",148,249.530565
"SUV",148,172.245183
"SUV",148,246.94113
"SUV",148,170.505461
"SUV",148,246.266472
"SUV",148,169.852526
"SUV",148,280.105894
"SUV",148,186.737682
"SUV",148,278.434205
"SUV",148,184.991567
"SUV",175,264.269239
"SUV",175,175.457088
"SUV",175,265.444926
"SUV",175,173.2208052
"SUV",175,262.546327
"SUV",175,175.67274
"SUV",175,261.601513
"SUV",175,173.462484
"SUV",256,354.897182
"SUV",256,219.579882
"SUV",175,275.680845
"SUV",175,191.582679
"SUV",175,274.336581
"SUV",175,189.87732
"SUV",175,274.719171
"SUV",175,190.680699
"SUV",175,272.969983
"SUV",175,191.49089
"SUV",256,358.702161
"SUV",256,232.512157
"SUV",256,358.702716
"SUV",256,232.164174
"SUV",268,438.489198
"SUV",268,296.332198
"SUV",268,305.2799194
"SUV",268,212.9527037
"SUV",268,330.17471
"SUV",268,223.340966
"SUV",305,416.377238
"SUV",305,274.557855
"SUV",148,264.927722
"SUV",148,186.535381
"SUV",148,207.515288
"SUV",148,304.2602215
"SUV",148,229.15252
"SUV",148,183.815048
"Car",154,222.8797967
"Car",154,207.6336408
"Car",154,163.9900708
"Car",154,161.0698881
"Car",154,249.8110679
"Car",154,204.0613311
"Car",154,233.999381
"Car",154,163.0416422
"Car",154,229.9453526
"Car",154,153.7546886
"Car",154,207.0008178
"Car",154,218.5061744
"Car",154,159.5902289
"Car",154,233.9752834
"Car",154,161.6669428
"Car",268,337.2546768
"Car",268,205.2658403
"Car",268,335.6663014
"Car",268,200.5143063
"Car",268,199.680422
"Car",268,333.8826326
"Car",268,333.8666163
"Car",268,199.8027067
"Car",306,450.3556386
"Car",306,357.6975722
"Car",306,341.6380123
"Car",306,441.8031814
"Car",306,369.1685158
"Car",306,227.3875218
"Car",306,360.5466625
"Car",306,337.3551852
"Car",306,446.6633264
"Car",306,226.7580584
"Car",306,444.3834207
"Car",306,357.5893276
"Car",306,334.918967
"Car",306,227.3380305
"Car",306,244.155431
"Car",306,362.118264
"Car",306,376.883887
"Car",306,365.0995443
"Car",306,243.9634281
"Car",306,375.1122492
"Car",306,361.3909655
"Car",306,244.7974278
"Car",306,377.3128842
"Car",306,454.5140022
"Car",306,449.577224
"Car",306,453.6662666
"Car",306,446.5117993
"Car",306,455.8083183
"Car",306,451.8759975
"Car",286,300.30772
"Car",286,293.76457
"Car",286,271.9626487
"Car",286,199.5633167
"Car",286,221.4555253
"Car",286,269.6515343
"Car",286,295.3992463
"Car",286,292.2064701
"Car",286,218.219106
"Car",286,198.2589483
"Car",286,279.9434888
"Car",286,318.0338112
"Car",286,297.4143893
"Car",286,231.3758624
"Car",286,203.39544
"Truck",301,315.1462204
"Truck",301,470.5790611
"Car",204,209.2162214
"Car",204,328.1403183
"Car",204,330.1986264
"Car",204,210.3634409
"Car",204,205.1378337
"Car",204,328.3615522
"Car",204,232.141214
"Car",204,349.5070434
"Car",204,348.4347436
"Car",204,232.0977479
"Car",204,347.7014157
"Car",204,350.2096168
"Car",204,231.5588206
"Car",204,327.5932197
"Car",204,205.7987209
"Car",306,457.4575183
"Car",306,381.0934176
"Car",306,381.0233325
"Car",306,257.5865546
"Car",306,464.3283502
"Car",306,382.8041722
"Car",306,254.6485244
"Car",306,373.6050199
"Car",306,379.6131476
"Car",306,254.4467122
"Car",306,373.2932194
"Car",306,367.6041009
"Car",306,247.0556177
"Car",306,373.1968112
"Car",306,368.3862307
"Car",306,245.2055908
"Car",306,371.7630912
"Car",306,248.1834234
"Car",306,369.3355336
"Car",306,369.8454643
"Car",306,235.1906137
"Car",306,364.4222017
"Car",306,234.2250862
"Car",306,363.698665
"Car",389,474.7375918
"Car",389,474.7375918
"Car",389,403.2814354
"Car",389,403.2814354
"Car",389,404.6156553
"Car",389,404.6156553
"Car",389,421.8792065
"Car",389,421.8792065
"Car",389,444.8623519
"Car",389,444.8623519
"Truck",383,365.419759
"Truck",383,569.1408499
"Truck",383,591.792142
"Truck",383,380.5613673
"Truck",383,585.6735009
"Truck",383,376.1819116
"Truck",235,312.0911244
"Truck",235,223.5632005
"Truck",235,308.8945975
"Truck",235,223.1791291
"Truck",235,222.9851642
"Truck",235,311.6661502
"Truck",235,305.297214
"Truck",235,216.5207023
"Truck",235,305.6472217
"Truck",235,219.6258546
"Truck",235,219.5583503
"Truck",235,309.6851886
"Truck",235,225.4821693
"Truck",235,314.6308531
"Truck",235,315.4034913
"Truck",235,225.955555
"Truck",235,225.0659159
"Truck",235,314.2814743
"Truck",235,307.5248045
"Truck",235,219.9037926
"Truck",235,305.685047
"Truck",235,218.8985734
"Truck",235,217.1965938
"Truck",235,307.7343384
"Truck",235,248.203026
"Truck",235,327.7916749
"Truck",235,319.6166816
"Truck",235,231.3132781
"Truck",235,230.4571731
"Truck",235,315.371684
"Truck",235,242.5049756
"Truck",235,320.8204425
"Truck",235,315.7478533
"Truck",235,232.1836458
"Truck",235,316.200491
"Truck",235,231.5337491
"Truck",112,208.7136152
"Truck",112,194.3704846
"Truck",112,207.4558234
"Truck",112,194.8886372
"Truck",112,192.1302555
"Truck",112,203.9969979
"Truck",112,200.6978762
"Truck",112,186.2487629
"Truck",112,209.5908616
"Truck",112,200.0404653
"Truck",112,200.3295277
"Truck",112,215.6322404
"Truck",112,209.4102514
"Truck",112,203.0984779
"Truck",112,196.527687
"Truck",112,210.1926328
"Truck",112,204.8862389
"Truck",112,200.6846045
"Truck",112,207.5409845
"Truck",112,199.6145945
"Truck",112,207.371443
"Truck",112,195.6481706
"Truck",112,202.2642237
"Car",467,425.9731312
"Car",467,254.0324619
"Car",467,370.5714577
"Car",467,504.2435756
"Car",467,515.8309228
"Truck",270,388.3262057
"Truck",270,255.1497705
"Truck",270,254.6989014
"Truck",270,385.547168
"Truck",270,262.5109038
"Truck",270,392.003409
"Truck",270,266.0268553
"Truck",270,406.7382545
"Truck",270,384.0578935
"Truck",270,247.2431216
"Truck",245,215.3292345
"Truck",245,228.5139217
"Truck",245,212.3015037
"Truck",245,224.3584132
"Truck",245,217.1822011
"Truck",245,228.1586499
"Truck",245,240.640399
"Truck",245,228.9290923
"Truck",245,218.7850873
"Truck",245,228.1134174
"Truck",245,221.2216137
"Truck",245,228.0741092
"Car",94,229.2161468
"Car",94,238.6598324
"Car",94,250.4392063
"Car",94,182.1033485
"Car",94,148.9271432
"Car",179,199.7433482
"Car",179,298.0790531
"Car",179,301.0342168
"Car",179,201.51584
"Car",179,305.0087983
"Car",179,207.9455038
"Car",179,203.6412523
"Car",179,297.6336629
"Truck",270,419.5139867
"Truck",270,287.6307144
"Truck",270,284.1626387
"Truck",270,410.3566328
"Truck",270,298.4722884
"Truck",270,301.1149173
"Truck",270,427.9323209
"Truck",270,297.6840424
"Truck",270,423.9784539
"Car",178,276.8714861
"Car",178,177.1747948
"Car",268,326.8024888
"Car",268,204.7727128
"Car",154,156.5325481
"Car",154,150.1595141
"Car",154,152.4829095
"Car",154,157.5352583
"Car",154,157.2902683
"Car",154,160.9587876
"Car",154,163.1150243
"Car",154,163.5234072
"Car",154,160.5298184
"Car",154,161.7857551
"Car",154,157.5538163
"Car",154,153.2413782
"Car",132,250.3427994
"Car",132,170.5522079
"Car",132,246.194405
"Car",132,170.949445
"Car",132,235.2674765
"Car",132,161.0592201
"Car",132,169.7427528
"Car",132,237.08629
"Car",132,160.9283447
"Car",132,228.4529608
"Car",132,165.4548297
"Car",132,237.5176731
"Car",140,219.3207439
"Car",140,156.0738786
"Car",140,225.6806788
"Car",140,151.049699
"Car",140,221.2463147
"Car",140,148.5198941
"Car",140,224.4844734
"Car",140,159.1790739
"Car",140,157.3190604
"Truck",185,388.8461536
"Truck",185,228.0797699
"Truck",185,343.5914663
"Truck",270,252.4895231
"Truck",270,375.0060008
"Truck",270,391.9383457
"Truck",270,265.1114073
"Truck",245,301.1286992
"Truck",245,228.6757095
"Truck",245,330.4280528
"Truck",245,374.830263
"Truck",245,228.9244194
"Truck",245,341.6673586
"Truck",245,297.6799338
"Truck",245,341.6118825
"Truck",245,276.4122688
"Truck",245,227.360127
"Truck",245,229.5593779
"Truck",245,342.3769376
"Truck",245,286.129681
"Truck",245,336.7678694
"Truck",245,229.4927334
"Truck",245,229.5785282
"Truck",245,290.0017833
"Truck",245,225.7091997
"Truck",245,336.2449833
"Truck",245,342.2531992
"Truck",245,231.0424187
"Truck",245,226.4794635
"Truck",245,318.1827732
"Truck",245,334.7556791
"Truck",245,288.6479894
"Truck",245,226.9724329
"Truck",381,362.4384054
"Truck",381,551.6343522
"Truck",381,546.0003696
"Truck",381,358.7476822
"Car",98,130.8100637
"Car",98,128.6861186
"Car",98,130.0496473
"Car",98,134.0886982
"Car",98,130.1227932
"Car",98,133.1376316
"Car",98,122.8989144
"Car",98,125.7411575
"Car",98,121.8403342
"Car",98,126.8913116
"Car",98,121.938424
"Car",98,127.1332557
"Car",82,180.1866934
"Car",82,161.5399364
"Car",82,216.8729752
"Car",82,140.4235207
"Car",82,135.2641642
"Car",82,161.178781
"Car",82,183.5887652
"Car",82,195.5228137
"Car",82,132.9247938
"Car",82,124.2234292
"Car",82,176.3921595
"Car",82,151.9797156
"Car",82,209.3795917
"Car",82,128.8904908
"Car",82,130.6068412
"Car",82,173.5790302
"Car",82,148.8848493
"Car",82,186.3185698
"Car",82,123.567393
"Car",82,117.8270844
"Car",98,180.7904938
"Car",98,124.5113745
"Car",98,192.4553382
"Car",98,128.1080271
"Car",98,185.3097503
"Car",98,178.3447553
"Car",98,167.0471307
"Car",98,166.81201
"Car",98,130.8641573
"Car",98,126.4968349
"Car",98,187.4788977
"Car",98,187.0234522
"Car",98,167.2872239
"Car",98,121.7013991
"Car",98,128.2509624
"Car",98,148.3199728
"Car",98,157.9166662
"Car",98,158.466464
"Car",98,149.1677595
"Car",98,148.9344939
"Car",98,158.8428401
"Car",98,143.9604026
"Car",98,151.3337471
"Car",98,156.2051586
"Car",98,152.3818514
"Car",98,146.7277363
"Car",98,151.5842487
"Car",98,146.4749212
"Truck",176,293.4932214
"Truck",176,202.6738213
"Truck",176,218.0924634
"Truck",176,309.1145429
"Truck",176,214.4620557
"Truck",176,308.8751898
"Truck",176,315.5786047
"Truck",176,220.9918903
"Truck",381,550.6731501
"Truck",381,360.2279643
"Truck",381,374.2080431
"Truck",381,563.9616548
"Truck",381,372.9322762
"Truck",381,570.9815495
"Truck",381,566.5345276
"Truck",381,369.9306934
"Truck",381,545.7767355
"Truck",381,353.5823587
"Truck",381,560.5876212
"Truck",381,367.3482955
"Truck",381,535.2212691
"Truck",381,347.0574228
"Truck",266,255.0882384
"Truck",266,390.839085
"Truck",266,256.8443572
"Truck",266,386.4440785
"Truck",266,273.4205755
"Truck",266,430.2261923
"Truck",236,428.3006323
"Truck",236,309.4190335
"Truck",236,418.1035893
"Truck",236,298.0902581
"Truck",236,410.2459266
"Truck",236,296.144416
"Truck",236,435.5640136
"Truck",236,305.9304139
"Truck",159,247.9721758
"Truck",159,365.1587192
"Truck",159,393.1034376
"Truck",159,378.9298571
"Truck",159,240.9574472
"Truck",159,333.8859737
"Truck",236,309.4667811
"Truck",236,446.8040592
"Truck",236,341.7516556
"Truck",236,464.3173754
"Truck",236,324.8807891
"Truck",236,451.8744676
"Truck",159,283.0500631
"Truck",159,392.2540822
"Truck",159,448.3155279
"Truck",159,286.288428
"Truck",159,447.9154548
"Truck",159,380.9535338
"Truck",381,524.5673731
"Truck",381,350.0282956
"Truck",310,336.2534306
"Truck",310,482.800185
"Truck",310,335.6415779
